week,retailer,sku,actual_demand,planned_production,forecast_error_pct,is_promo,is_anomaly,anomaly_type,waste_units,waste_rate_pct
2022-01-10,Walmart CA,Paper Towel 6pk,5602,6598,17.77,False,False,,36,3.5000000000000004
2022-01-10,Walmart CA,Facial Tissue 3pk,3369,3160,-6.2,False,False,,9,4.0
2022-01-10,Costco CA,Bath Tissue 12pk,8347,8510,1.95,False,False,,5,3.0
2022-01-10,Costco CA,Bath Tissue 24pk,15211,15322,0.73,False,False,,3,2.5
2022-01-10,Costco CA,Paper Towel 6pk,7115,7503,5.45,False,False,,11,3.5000000000000004
2022-01-10,Costco CA,Facial Tissue 3pk,4312,3354,-22.23,False,False,,41,4.0
2022-01-10,Metro,Bath Tissue 12pk,2512,2186,-12.99,False,False,,9,3.0
2022-01-10,Metro,Bath Tissue 24pk,3966,4101,3.4,False,False,,4,2.5
2022-01-10,Metro,Paper Towel 6pk,2120,2149,1.37,False,False,,1,3.5000000000000004
2022-01-10,Metro,Facial Tissue 3pk,1248,1260,0.95,False,False,,1,4.0
2022-01-10,Sobeys,Bath Tissue 12pk,3250,3773,16.1,False,False,,18,3.0
2022-01-10,Sobeys,Bath Tissue 24pk,4568,4118,-9.85,False,False,,11,2.5
2022-01-10,Sobeys,Paper Towel 6pk,2225,2220,-0.23,False,False,,0,3.5000000000000004
2022-01-10,Sobeys,Facial Tissue 3pk,1578,1310,-16.98,False,False,,11,4.0
2022-01-17,Loblaws,Bath Tissue 12pk,5065,5092,0.53,False,False,,1,3.0
2022-01-17,Loblaws,Bath Tissue 24pk,8651,7605,-12.09,False,False,,30,2.5
2022-01-17,Loblaws,Paper Towel 6pk,4737,4724,-0.28,False,False,,0,3.5000000000000004
2022-01-17,Loblaws,Facial Tissue 3pk,2168,2121,-2.19,False,False,,2,4.0
2022-01-17,Walmart CA,Bath Tissue 12pk,7134,5886,-17.5,False,False,,45,3.0
2022-01-17,Walmart CA,Bath Tissue 24pk,14385,13332,-7.32,True,False,,25,2.5
2022-01-17,Walmart CA,Paper Towel 6pk,5035,5665,12.51,False,False,,20,3.5000000000000004
2022-01-17,Walmart CA,Facial Tissue 3pk,3529,4094,16.01,False,False,,22,4.0
2022-01-17,Costco CA,Bath Tissue 12pk,2381,2423,1.76,False,True,supply_shock,1,3.0
2022-01-17,Costco CA,Bath Tissue 24pk,13622,13838,1.59,False,False,,5,2.5
2022-01-17,Costco CA,Paper Towel 6pk,9900,9424,-4.81,True,False,,15,3.5000000000000004
2022-01-17,Costco CA,Facial Tissue 3pk,4050,4447,9.8,False,False,,16,4.0
2022-01-17,Metro,Bath Tissue 12pk,2573,2279,-11.44,False,False,,7,3.0
2022-01-17,Metro,Bath Tissue 24pk,4559,4819,5.71,False,False,,8,2.5
2022-01-17,Metro,Paper Towel 6pk,2128,2008,-5.66,False,False,,4,3.5000000000000004
2022-01-17,Metro,Facial Tissue 3pk,1477,1698,14.95,True,False,,8,4.0
2022-01-17,Sobeys,Bath Tissue 12pk,3447,3573,3.64,False,False,,3,3.0
2022-01-17,Sobeys,Bath Tissue 24pk,5038,5787,14.86,False,False,,18,2.5
2022-01-17,Sobeys,Paper Towel 6pk,329,308,-6.37,False,True,supply_shock,1,3.5000000000000004
2022-01-17,Sobeys,Facial Tissue 3pk,1475,1621,9.87,False,False,,6,4.0
2022-01-24,Loblaws,Bath Tissue 12pk,17354,18173,4.72,True,True,demand_surge,28,3.0
2022-01-24,Loblaws,Bath Tissue 24pk,7803,7846,0.55,False,False,,1,2.5
2022-01-24,Loblaws,Paper Towel 6pk,4397,3907,-11.14,False,False,,17,3.5000000000000004
2022-01-24,Loblaws,Facial Tissue 3pk,2550,2525,-0.98,False,False,,1,4.0
2022-01-24,Walmart CA,Bath Tissue 12pk,8515,8674,1.87,True,False,,5,3.0
2022-01-24,Walmart CA,Bath Tissue 24pk,16474,15947,-3.2,True,False,,14,2.5
2022-01-24,Walmart CA,Paper Towel 6pk,5776,6103,5.67,False,False,,10,3.5000000000000004
2022-01-24,Walmart CA,Facial Tissue 3pk,2988,2660,-10.99,False,False,,12,4.0
2022-01-24,Costco CA,Bath Tissue 12pk,8235,9049,9.89,False,False,,27,3.0
2022-01-24,Costco CA,Bath Tissue 24pk,13392,14514,8.38,False,False,,26,2.5
2022-01-24,Costco CA,Paper Towel 6pk,6842,6762,-1.17,False,False,,3,3.5000000000000004
2022-01-24,Costco CA,Facial Tissue 3pk,3657,3510,-4.02,False,False,,6,4.0
2022-01-24,Metro,Bath Tissue 12pk,2582,2728,5.66,False,False,,4,3.0
2022-01-24,Metro,Bath Tissue 24pk,6214,6132,-1.32,True,False,,2,2.5
2022-01-24,Metro,Paper Towel 6pk,2899,2963,2.19,True,False,,2,3.5000000000000004
2022-01-24,Metro,Facial Tissue 3pk,1888,1927,2.09,True,False,,2,4.0
2022-01-24,Sobeys,Bath Tissue 12pk,3310,3168,-4.3,False,False,,5,3.0
2022-01-24,Sobeys,Bath Tissue 24pk,4653,4564,-1.92,False,False,,2,2.5
2022-01-24,Sobeys,Paper Towel 6pk,2398,2397,-0.04,False,False,,0,3.5000000000000004
2022-01-24,Sobeys,Facial Tissue 3pk,2163,2313,6.94,True,False,,7,4.0
2022-01-31,Loblaws,Bath Tissue 12pk,5166,4979,-3.61,False,False,,7,3.0
2022-01-31,Loblaws,Bath Tissue 24pk,13116,13131,0.11,True,False,,0,2.5
2022-01-31,Loblaws,Paper Towel 6pk,4570,4737,3.66,False,False,,6,3.5000000000000004
2022-01-31,Loblaws,Facial Tissue 3pk,2614,2657,1.65,False,False,,2,4.0
2022-01-31,Walmart CA,Bath Tissue 12pk,6752,7345,8.79,False,False,,16,3.0
2022-01-31,Walmart CA,Bath Tissue 24pk,16758,14028,-16.29,True,False,,81,2.5
2022-01-31,Walmart CA,Paper Towel 6pk,5574,6515,16.89,False,False,,37,3.5000000000000004
2022-01-31,Walmart CA,Facial Tissue 3pk,3579,4055,13.29,False,False,,22,4.0
2022-01-31,Costco CA,Bath Tissue 12pk,9018,8637,-4.22,False,False,,10,3.0
2022-01-31,Costco CA,Bath Tissue 24pk,13646,13540,-0.78,False,False,,3,2.5
2022-01-31,Costco CA,Paper Towel 6pk,5920,5601,-5.39,False,False,,13,3.5000000000000004
2022-01-31,Costco CA,Facial Tissue 3pk,4607,4737,2.81,False,False,,6,4.0
2022-01-31,Metro,Bath Tissue 12pk,2280,2251,-1.28,False,False,,1,3.0
2022-01-31,Metro,Bath Tissue 24pk,4235,4822,13.87,False,False,,12,2.5
2022-01-31,Metro,Paper Towel 6pk,2185,2208,1.04,False,False,,1,3.5000000000000004
2022-01-31,Metro,Facial Tissue 3pk,1320,1340,1.49,False,False,,1,4.0
2022-01-31,Sobeys,Bath Tissue 12pk,5228,5641,7.9,True,False,,11,3.0
2022-01-31,Sobeys,Bath Tissue 24pk,5963,6738,13.0,True,False,,23,2.5
2022-01-31,Sobeys,Paper Towel 6pk,2697,2715,0.67,False,False,,1,3.5000000000000004
2022-01-31,Sobeys,Facial Tissue 3pk,1524,1633,7.17,False,False,,4,4.0
2022-02-07,Loblaws,Bath Tissue 12pk,4189,4155,-0.8,False,False,,1,3.0
2022-02-07,Loblaws,Bath Tissue 24pk,10461,9576,-8.46,True,False,,21,2.5
2022-02-07,Loblaws,Paper Towel 6pk,4482,4353,-2.87,False,False,,4,3.5000000000000004
2022-02-07,Loblaws,Facial Tissue 3pk,3042,2889,-5.03,True,False,,5,4.0
2022-02-07,Walmart CA,Bath Tissue 12pk,6501,5800,-10.78,False,False,,23,3.0
2022-02-07,Walmart CA,Bath Tissue 24pk,16155,16466,1.93,True,False,,9,2.5
2022-02-07,Walmart CA,Paper Towel 6pk,7679,8203,6.82,True,False,,16,3.5000000000000004
2022-02-07,Walmart CA,Facial Tissue 3pk,3944,3834,-2.8,False,False,,4,4.0
2022-02-07,Costco CA,Bath Tissue 12pk,8613,8854,2.8,False,False,,7,3.0
2022-02-07,Costco CA,Bath Tissue 24pk,14660,11419,-22.11,False,False,,74,2.5
2022-02-07,Costco CA,Paper Towel 6pk,6324,5708,-9.73,False,False,,25,3.5000000000000004
2022-02-07,Costco CA,Facial Tissue 3pk,4445,4706,5.88,False,False,,9,4.0
2022-02-07,Metro,Bath Tissue 12pk,2710,2841,4.85,False,False,,3,3.0
2022-02-07,Metro,Bath Tissue 24pk,4301,3794,-11.79,False,False,,12,2.5
2022-02-07,Metro,Paper Towel 6pk,1767,1857,5.07,False,False,,3,3.5000000000000004
2022-02-07,Metro,Facial Tissue 3pk,1192,1148,-3.72,False,False,,2,4.0
2022-02-07,Sobeys,Bath Tissue 12pk,3042,2815,-7.48,False,False,,8,3.0
2022-02-07,Sobeys,Bath Tissue 24pk,6560,7006,6.8,True,False,,12,2.5
2022-02-07,Sobeys,Paper Towel 6pk,2772,3176,14.58,False,False,,16,3.5000000000000004
2022-02-07,Sobeys,Facial Tissue 3pk,1435,1202,-16.24,False,False,,8,4.0
2022-02-14,Loblaws,Bath Tissue 12pk,7583,6449,-14.95,True,False,,34,3.0
2022-02-14,Loblaws,Bath Tissue 24pk,7691,7409,-3.67,False,False,,6,2.5
2022-02-14,Loblaws,Paper Towel 6pk,4160,3944,-5.19,False,False,,8,3.5000000000000004
2022-02-14,Loblaws,Facial Tissue 3pk,2306,2811,21.9,False,False,,19,4.0
2022-02-14,Walmart CA,Bath Tissue 12pk,6882,6508,-5.44,False,False,,10,3.0
2022-02-14,Walmart CA,Bath Tissue 24pk,17954,18365,2.29,True,False,,11,2.5
2022-02-14,Walmart CA,Paper Towel 6pk,7254,6979,-3.79,True,False,,10,3.5000000000000004
2022-02-14,Walmart CA,Facial Tissue 3pk,3290,3571,8.53,False,False,,11,4.0
2022-02-14,Costco CA,Bath Tissue 12pk,7136,6910,-3.16,False,False,,7,3.0
2022-02-14,Costco CA,Bath Tissue 24pk,12918,13875,7.41,False,False,,28,2.5
2022-02-14,Costco CA,Paper Towel 6pk,5889,6495,10.29,False,False,,24,3.5000000000000004
2022-02-14,Costco CA,Facial Tissue 3pk,4383,4415,0.74,False,False,,1,4.0
2022-02-14,Metro,Bath Tissue 12pk,2570,2372,-7.7,False,False,,6,3.0
2022-02-14,Metro,Bath Tissue 24pk,3791,4074,7.46,False,False,,6,2.5
2022-02-14,Metro,Paper Towel 6pk,1906,1738,-8.81,False,False,,5,3.5000000000000004
2022-02-14,Metro,Facial Tissue 3pk,1296,1410,8.76,False,False,,5,4.0
2022-02-14,Sobeys,Bath Tissue 12pk,2844,2525,-11.2,False,False,,11,3.0
2022-02-14,Sobeys,Bath Tissue 24pk,4511,3567,-20.92,False,False,,20,2.5
2022-02-14,Sobeys,Paper Towel 6pk,699,707,1.16,False,True,supply_shock,0,3.5000000000000004
2022-02-14,Sobeys,Facial Tissue 3pk,1630,1729,6.05,False,False,,3,4.0
2022-02-21,Loblaws,Bath Tissue 12pk,6067,5810,-4.23,True,False,,7,3.0
2022-02-21,Loblaws,Bath Tissue 24pk,7027,6332,-9.89,False,False,,18,2.5
2022-02-21,Loblaws,Paper Towel 6pk,3632,3848,5.95,False,False,,8,3.5000000000000004
2022-02-21,Loblaws,Facial Tissue 3pk,3033,2273,-25.06,True,False,,31,4.0
2022-02-21,Walmart CA,Bath Tissue 12pk,11077,9552,-13.77,True,False,,37,3.0
2022-02-21,Walmart CA,Bath Tissue 24pk,10089,10912,8.15,False,False,,18,2.5
2022-02-21,Walmart CA,Paper Towel 6pk,5298,5503,3.87,False,False,,8,3.5000000000000004
2022-02-21,Walmart CA,Facial Tissue 3pk,3185,2924,-8.2,False,False,,10,4.0
2022-02-21,Costco CA,Bath Tissue 12pk,7805,8598,10.16,False,False,,25,3.0
2022-02-21,Costco CA,Bath Tissue 24pk,13280,14674,10.5,False,False,,38,2.5
2022-02-21,Costco CA,Paper Towel 6pk,5803,7263,25.16,False,False,,57,3.5000000000000004
2022-02-21,Costco CA,Facial Tissue 3pk,3902,3824,-1.99,False,False,,3,4.0
2022-02-21,Metro,Bath Tissue 12pk,2642,2672,1.13,False,False,,1,3.0
2022-02-21,Metro,Bath Tissue 24pk,4175,3358,-19.57,False,False,,18,2.5
2022-02-21,Metro,Paper Towel 6pk,1693,1847,9.09,False,False,,6,3.5000000000000004
2022-02-21,Metro,Facial Tissue 3pk,1274,1345,5.61,False,False,,3,4.0
2022-02-21,Sobeys,Bath Tissue 12pk,2919,2641,-9.52,False,False,,7,3.0
2022-02-21,Sobeys,Bath Tissue 24pk,4992,5202,4.2,False,False,,6,2.5
2022-02-21,Sobeys,Paper Towel 6pk,2469,2527,2.36,False,False,,2,3.5000000000000004
2022-02-21,Sobeys,Facial Tissue 3pk,1454,1441,-0.87,False,False,,0,4.0
2022-02-28,Loblaws,Bath Tissue 12pk,5065,4900,-3.25,False,False,,6,3.0
2022-02-28,Loblaws,Bath Tissue 24pk,7687,7012,-8.78,False,False,,17,2.5
2022-02-28,Loblaws,Paper Towel 6pk,4405,3301,-25.06,False,False,,42,3.5000000000000004
2022-02-28,Loblaws,Facial Tissue 3pk,2477,2209,-10.8,False,False,,9,4.0
2022-02-28,Walmart CA,Bath Tissue 12pk,7065,7797,10.36,False,False,,22,3.0
2022-02-28,Walmart CA,Bath Tissue 24pk,9936,9933,-0.03,False,False,,0,2.5
2022-02-28,Walmart CA,Paper Towel 6pk,4917,4514,-8.19,False,False,,13,3.5000000000000004
2022-02-28,Walmart CA,Facial Tissue 3pk,3913,3837,-1.94,False,False,,3,4.0
2022-02-28,Costco CA,Bath Tissue 12pk,6986,6364,-8.91,False,False,,16,3.0
2022-02-28,Costco CA,Bath Tissue 24pk,21174,20937,-1.12,True,False,,6,2.5
2022-02-28,Costco CA,Paper Towel 6pk,6657,6586,-1.06,False,False,,2,3.5000000000000004
2022-02-28,Costco CA,Facial Tissue 3pk,3668,3716,1.31,False,False,,2,4.0
2022-02-28,Metro,Bath Tissue 12pk,2437,2207,-9.44,False,False,,6,3.0
2022-02-28,Metro,Bath Tissue 24pk,4240,3971,-6.34,False,False,,7,2.5
2022-02-28,Metro,Paper Towel 6pk,2602,2463,-5.35,True,False,,5,3.5000000000000004
2022-02-28,Metro,Facial Tissue 3pk,1115,1119,0.4,False,False,,0,4.0
2022-02-28,Sobeys,Bath Tissue 12pk,3106,3366,8.37,False,False,,9,3.0
2022-02-28,Sobeys,Bath Tissue 24pk,5150,5627,9.26,False,False,,13,2.5
2022-02-28,Sobeys,Paper Towel 6pk,3016,2940,-2.52,True,False,,3,3.5000000000000004
2022-02-28,Sobeys,Facial Tissue 3pk,1450,1324,-8.67,False,False,,6,4.0
2022-03-07,Loblaws,Bath Tissue 12pk,7735,7972,3.06,True,False,,7,3.0
2022-03-07,Loblaws,Bath Tissue 24pk,8027,7991,-0.45,False,False,,1,2.5
2022-03-07,Loblaws,Paper Towel 6pk,4096,4213,2.86,False,False,,4,3.5000000000000004
2022-03-07,Loblaws,Facial Tissue 3pk,1908,2033,6.57,False,False,,5,4.0
2022-03-07,Walmart CA,Bath Tissue 12pk,6269,5600,-10.68,False,False,,17,3.0
2022-03-07,Walmart CA,Bath Tissue 24pk,15543,14633,-5.85,True,False,,22,2.5
2022-03-07,Walmart CA,Paper Towel 6pk,16740,16994,1.52,True,True,demand_surge,8,3.5000000000000004
2022-03-07,Walmart CA,Facial Tissue 3pk,2796,2492,-10.87,False,False,,11,4.0
2022-03-07,Costco CA,Bath Tissue 12pk,8462,8299,-1.93,False,False,,5,3.0
2022-03-07,Costco CA,Bath Tissue 24pk,13701,15700,14.59,False,False,,45,2.5
2022-03-07,Costco CA,Paper Towel 6pk,6057,5754,-5.0,False,False,,10,3.5000000000000004
2022-03-07,Costco CA,Facial Tissue 3pk,7127,6761,-5.14,True,False,,13,4.0
2022-03-07,Metro,Bath Tissue 12pk,2226,2085,-6.33,False,False,,4,3.0
2022-03-07,Metro,Bath Tissue 24pk,3586,3461,-3.49,False,False,,4,2.5
2022-03-07,Metro,Paper Towel 6pk,1944,2134,9.75,False,False,,6,3.5000000000000004
2022-03-07,Metro,Facial Tissue 3pk,1058,988,-6.58,False,False,,3,4.0
2022-03-07,Sobeys,Bath Tissue 12pk,3738,3813,2.01,True,False,,2,3.0
2022-03-07,Sobeys,Bath Tissue 24pk,5030,5185,3.09,False,False,,4,2.5
2022-03-07,Sobeys,Paper Towel 6pk,2414,2336,-3.23,False,False,,3,3.5000000000000004
2022-03-07,Sobeys,Facial Tissue 3pk,1491,1587,6.44,False,False,,4,4.0
2022-03-14,Loblaws,Bath Tissue 12pk,7330,7758,5.84,False,False,,15,3.0
2022-03-14,Loblaws,Bath Tissue 24pk,10417,9636,-7.5,False,False,,17,2.5
2022-03-14,Loblaws,Paper Towel 6pk,648,723,11.51,False,True,supply_shock,2,3.5000000000000004
2022-03-14,Loblaws,Facial Tissue 3pk,7941,7311,-7.94,False,True,demand_surge,21,4.0
2022-03-14,Walmart CA,Bath Tissue 12pk,9578,9619,0.43,False,False,,1,3.0
2022-03-14,Walmart CA,Bath Tissue 24pk,14306,14556,1.75,False,False,,7,2.5
2022-03-14,Walmart CA,Paper Towel 6pk,11865,10238,-13.71,True,False,,65,3.5000000000000004
2022-03-14,Walmart CA,Facial Tissue 3pk,4734,4510,-4.73,False,False,,7,4.0
2022-03-14,Costco CA,Bath Tissue 12pk,12537,12463,-0.59,False,False,,2,3.0
2022-03-14,Costco CA,Bath Tissue 24pk,16522,16258,-1.6,False,False,,7,2.5
2022-03-14,Costco CA,Paper Towel 6pk,9193,8726,-5.08,False,False,,15,3.5000000000000004
2022-03-14,Costco CA,Facial Tissue 3pk,5561,4987,-10.32,False,False,,22,4.0
2022-03-14,Metro,Bath Tissue 12pk,2985,2799,-6.23,False,False,,5,3.0
2022-03-14,Metro,Bath Tissue 24pk,5081,4775,-6.02,False,False,,8,2.5
2022-03-14,Metro,Paper Towel 6pk,2658,2925,10.06,False,False,,8,3.5000000000000004
2022-03-14,Metro,Facial Tissue 3pk,1754,1868,6.5,False,False,,5,4.0
2022-03-14,Sobeys,Bath Tissue 12pk,4194,4462,6.38,False,False,,8,3.0
2022-03-14,Sobeys,Bath Tissue 24pk,8199,9528,16.21,True,False,,33,2.5
2022-03-14,Sobeys,Paper Towel 6pk,5197,4892,-5.87,True,False,,10,3.5000000000000004
2022-03-14,Sobeys,Facial Tissue 3pk,2562,2003,-21.81,True,False,,20,4.0
2022-03-21,Loblaws,Bath Tissue 12pk,4648,4848,4.31,False,False,,6,3.0
2022-03-21,Loblaws,Bath Tissue 24pk,11403,11380,-0.2,True,False,,1,2.5
2022-03-21,Loblaws,Paper Towel 6pk,4696,4712,0.34,True,False,,0,3.5000000000000004
2022-03-21,Loblaws,Facial Tissue 3pk,3235,2926,-9.56,True,False,,14,4.0
2022-03-21,Walmart CA,Bath Tissue 12pk,8398,7794,-7.19,True,False,,15,3.0
2022-03-21,Walmart CA,Bath Tissue 24pk,10051,9466,-5.82,False,False,,17,2.5
2022-03-21,Walmart CA,Paper Towel 6pk,4802,5273,9.8,False,False,,14,3.5000000000000004
2022-03-21,Walmart CA,Facial Tissue 3pk,3416,3477,1.78,False,False,,3,4.0
2022-03-21,Costco CA,Bath Tissue 12pk,7460,7597,1.84,False,False,,4,3.0
2022-03-21,Costco CA,Bath Tissue 24pk,11978,12435,3.82,False,False,,11,2.5
2022-03-21,Costco CA,Paper Towel 6pk,6392,7042,10.16,False,False,,23,3.5000000000000004
2022-03-21,Costco CA,Facial Tissue 3pk,3839,3880,1.08,False,False,,2,4.0
2022-03-21,Metro,Bath Tissue 12pk,2808,2386,-15.02,True,False,,14,3.0
2022-03-21,Metro,Bath Tissue 24pk,3151,2895,-8.11,False,False,,8,2.5
2022-03-21,Metro,Paper Towel 6pk,2577,3041,18.02,True,False,,16,3.5000000000000004
2022-03-21,Metro,Facial Tissue 3pk,1119,1208,7.95,False,False,,4,4.0
2022-03-21,Sobeys,Bath Tissue 12pk,2909,2581,-11.28,False,False,,11,3.0
2022-03-21,Sobeys,Bath Tissue 24pk,7050,6865,-2.62,True,False,,4,2.5
2022-03-21,Sobeys,Paper Towel 6pk,2365,1759,-25.64,False,False,,22,3.5000000000000004
2022-03-21,Sobeys,Facial Tissue 3pk,1439,1428,-0.78,False,False,,0,4.0
2022-03-28,Loblaws,Bath Tissue 12pk,4300,4434,3.12,False,False,,4,3.0
2022-03-28,Loblaws,Bath Tissue 24pk,6070,6209,2.29,False,False,,3,2.5
2022-03-28,Loblaws,Paper Towel 6pk,3930,4231,7.65,False,False,,9,3.5000000000000004
2022-03-28,Loblaws,Facial Tissue 3pk,3356,3983,18.69,True,False,,28,4.0
2022-03-28,Walmart CA,Bath Tissue 12pk,6009,6214,3.42,False,False,,6,3.0
2022-03-28,Walmart CA,Bath Tissue 24pk,14235,12909,-9.31,True,False,,31,2.5
2022-03-28,Walmart CA,Paper Towel 6pk,5227,5390,3.12,False,False,,6,3.5000000000000004
2022-03-28,Walmart CA,Facial Tissue 3pk,2883,2988,3.63,False,False,,4,4.0
2022-03-28,Costco CA,Bath Tissue 12pk,7838,7095,-9.48,False,False,,19,3.0
2022-03-28,Costco CA,Bath Tissue 24pk,12929,12738,-1.48,False,False,,5,2.5
2022-03-28,Costco CA,Paper Towel 6pk,6076,6276,3.28,False,False,,7,3.5000000000000004
2022-03-28,Costco CA,Facial Tissue 3pk,3640,3662,0.61,False,False,,1,4.0
2022-03-28,Metro,Bath Tissue 12pk,2322,2083,-10.29,False,False,,8,3.0
2022-03-28,Metro,Bath Tissue 24pk,5358,5517,2.96,True,False,,4,2.5
2022-03-28,Metro,Paper Towel 6pk,1849,1908,3.2,False,False,,2,3.5000000000000004
2022-03-28,Metro,Facial Tissue 3pk,1158,1231,6.31,False,False,,3,4.0
2022-03-28,Sobeys,Bath Tissue 12pk,6394,5802,-9.26,False,True,demand_surge,19,3.0
2022-03-28,Sobeys,Bath Tissue 24pk,4673,3766,-19.41,False,False,,23,2.5
2022-03-28,Sobeys,Paper Towel 6pk,2208,2162,-2.09,False,False,,2,3.5000000000000004
2022-03-28,Sobeys,Facial Tissue 3pk,1679,1684,0.3,False,False,,0,4.0
2022-04-04,Loblaws,Bath Tissue 12pk,4912,4390,-10.63,False,False,,16,3.0
2022-04-04,Loblaws,Bath Tissue 24pk,8698,8953,2.93,False,False,,6,2.5
2022-04-04,Loblaws,Paper Towel 6pk,4156,4096,-1.44,False,False,,2,3.5000000000000004
2022-04-04,Loblaws,Facial Tissue 3pk,2233,2136,-4.34,False,False,,3,4.0
2022-04-04,Walmart CA,Bath Tissue 12pk,11538,11827,2.5,True,False,,9,3.0
2022-04-04,Walmart CA,Bath Tissue 24pk,10977,10503,-4.31,False,False,,14,2.5
2022-04-04,Walmart CA,Paper Towel 6pk,4993,5021,0.57,False,False,,1,3.5000000000000004
2022-04-04,Walmart CA,Facial Tissue 3pk,4428,4639,4.75,True,False,,8,4.0
2022-04-04,Costco CA,Bath Tissue 12pk,13441,10687,-20.49,True,False,,66,3.0
2022-04-04,Costco CA,Bath Tissue 24pk,15556,16134,3.72,False,False,,15,2.5
2022-04-04,Costco CA,Paper Towel 6pk,6943,6784,-2.28,False,False,,6,3.5000000000000004
2022-04-04,Costco CA,Facial Tissue 3pk,4435,4071,-8.22,False,False,,16,4.0
2022-04-04,Metro,Bath Tissue 12pk,2344,2435,3.89,False,False,,2,3.0
2022-04-04,Metro,Bath Tissue 24pk,3883,4265,9.84,False,False,,8,2.5
2022-04-04,Metro,Paper Towel 6pk,1857,1750,-5.79,False,False,,3,3.5000000000000004
2022-04-04,Metro,Facial Tissue 3pk,1277,1099,-13.95,False,False,,7,4.0
2022-04-04,Sobeys,Bath Tissue 12pk,3242,3090,-4.68,False,False,,4,3.0
2022-04-04,Sobeys,Bath Tissue 24pk,4581,4939,7.81,False,False,,9,2.5
2022-04-04,Sobeys,Paper Towel 6pk,2174,1935,-11.0,False,False,,8,3.5000000000000004
2022-04-04,Sobeys,Facial Tissue 3pk,1456,1483,1.85,False,False,,1,4.0
2022-04-11,Loblaws,Bath Tissue 12pk,4414,4705,6.6,False,False,,8,3.0
2022-04-11,Loblaws,Bath Tissue 24pk,9255,8731,-5.66,True,False,,11,2.5
2022-04-11,Loblaws,Paper Towel 6pk,4175,4436,6.25,False,False,,9,3.5000000000000004
2022-04-11,Loblaws,Facial Tissue 3pk,1999,1909,-4.49,False,False,,4,4.0
2022-04-11,Walmart CA,Bath Tissue 12pk,9661,10347,7.1,True,False,,17,3.0
2022-04-11,Walmart CA,Bath Tissue 24pk,10877,11206,3.02,False,False,,8,2.5
2022-04-11,Walmart CA,Paper Towel 6pk,6598,6356,-3.67,True,False,,8,3.5000000000000004
2022-04-11,Walmart CA,Facial Tissue 3pk,3315,2834,-14.5,False,False,,18,4.0
2022-04-11,Costco CA,Bath Tissue 12pk,8288,9334,12.62,False,False,,30,3.0
2022-04-11,Costco CA,Bath Tissue 24pk,13732,10897,-20.65,False,False,,76,2.5
2022-04-11,Costco CA,Paper Towel 6pk,6147,6387,3.91,False,False,,9,3.5000000000000004
2022-04-11,Costco CA,Facial Tissue 3pk,4242,4288,1.08,False,False,,2,4.0
